"username","display_name","profile_url","profile_pic_url"
"thetiffasaurus","thetiffasaurus","https://instagram.com/thetiffasaurus","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/186287721_463326891596021_3002080992770304592_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=n1HBcJfxGHUQ7kNvgETkmyQ&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYA0aXPGFVoO_Veabb9i6myKZeH7LygiR5nE-0Ov19QQSQ&oe=667E11A6&_nc_sid=ce9561"
"xt2","xt2","https://instagram.com/xt2","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/386873469_881962092794234_8668558459975417081_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=hjlv3vQdULAQ7kNvgGwIbqK&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYC0kI4UnVbT35EXbm9c7Z7PFMkdZAz0phiv1SVKuyVC0A&oe=667E10AB&_nc_sid=ce9561"
"dii_cii","dii_cii","https://instagram.com/dii_cii","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/80731287_513888292583332_156695946149756928_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=WI1CJ7TDCN0Q7kNvgGX0lPf&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYB4u-Q7P_IkReoQGb85vvXHszrI43cNb7ud7Ag_mYXLuQ&oe=667E2398&_nc_sid=ce9561"
"jsmdai","Jessica Dai","https://instagram.com/jsmdai","https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/121664935_1315411518799975_1479067397478349721_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=y0b234jc0KkQ7kNvgHQDRik&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYClKyUheBM7CxxhGnIOwvJBkx1QgDcSFmtiX0RLv__G4A&oe=667E2C86&_nc_sid=ce9561"
"elainekliu","elainekliu","https://instagram.com/elainekliu","https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/292867427_1701001286935446_5068935882861336077_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=106&_nc_ohc=6keZx_URL84Q7kNvgEynxI8&edm=AEhyXUkBAAAA&ccb=7-5&oh=00_AYAL3fFyjsvB5BoLThYnyyr95hLk95AErCz-N8UzaxZ42Q&oe=667E247F&_nc_sid=cf751b"
"rahulgram","rahulgram","https://instagram.com/rahulgram","https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/300984584_440197644805081_714012529029799673_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=lQ-VpFjhNTkQ7kNvgF747tt&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYAdDrmfzg3qn2ogKQIcOnG-q7XhmWPYtWj8Z85gEgk6aA&oe=667E35A5&_nc_sid=ce9561"
"vinnieo","Vinnie Ong","https://instagram.com/vinnieo","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/210594123_580516952931521_1141348679724509637_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=doAOll_MIp0Q7kNvgFHU7e9&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYDASf2pdt6qt7zyMQKtfa8KAjlRS6OgFzbzJLwTE_m6LA&oe=667E1C0F&_nc_sid=ce9561"
"leogonzall","leogonzall","https://instagram.com/leogonzall","https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/425500615_1357606091599253_5440668968293141964_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=1&_nc_ohc=LsHJp6abVTwQ7kNvgHVaG-O&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYCweJVkbtGI4RFT-ydiB-_SOH5uBHUglP9_Xkhu_EQBLA&oe=667E0F1B&_nc_sid=ce9561"
"pattyandco","pattyandco","https://instagram.com/pattyandco","https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/256834437_4279445855501119_2234243416693782814_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=EMKwMh7G4IMQ7kNvgEk7eUj&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYAi3MZtilIcqtd_Xh-omLRPzEpfX1tOA7yv7mL5Xxyxbg&oe=667E26A6&_nc_sid=ce9561"
"kennyszub","kennyszub","https://instagram.com/kennyszub","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/365146292_2381570252025176_1303153259497223651_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=X0B_MHAltJEQ7kNvgHUwqkr&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYDOovKQ7Q2aUGFrJuUqz8gbXEE49qsLauGcd_JP5qSAhg&oe=667E2136&_nc_sid=ce9561"
"jennyamtran","Jenny Tran","https://instagram.com/jennyamtran","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/441195943_963105215451566_5326427604459480636_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=c891LMO3TXcQ7kNvgEKvHOk&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYD9Sv9lGXmV6RhYaQUdEZc3bD-lGie-jvsD2f1jh_C8HA&oe=667E1270&_nc_sid=ce9561"
"3laudia","3laudia","https://instagram.com/3laudia","https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/173860236_518488672649730_6157112733714462404_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=106&_nc_ohc=l3Rxgv_jL7IQ7kNvgGYGcH6&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYAAd3HeVXMybCGA6JXKWVi5LZOC7fe-veg66BHanYYB3g&oe=667E1F99&_nc_sid=ce9561"
"artchenx","artchenx","https://instagram.com/artchenx","https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/150859502_441048340430028_4492876892950286822_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=isLPUcNSuiIQ7kNvgFtq07u&edm=AFg4Q8wBAAAA&ccb=7-5&oh=00_AYBLFfqn5dKFS7qPTihm1YcY7FAIPi8eDxYkE1m54rVzgA&oe=667E335B&_nc_sid=cf751b"
"andyaudrey","andyaudrey","https://instagram.com/andyaudrey","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/402534089_1046229876657152_2143791888889496748_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=Djpn9t5BWOIQ7kNvgHjg1Ja&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYD2Ac7kfwlrrUi1un9yOd5MaRXgHqtPwPAhO4N8iysUrg&oe=667E2900&_nc_sid=ce9561"
"tiffanyyhwang","tiffanyyhwang","https://instagram.com/tiffanyyhwang","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/318684711_1193554694913508_5585193920911493969_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=-xrzEa1IxkMQ7kNvgE86y6t&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYC8qqjQs7NlTiKvW-WA8Ujcgy3TcEiYwEotwhvbwRudJA&oe=667E345E&_nc_sid=ce9561"
"joo.hjs","joo.hjs","https://instagram.com/joo.hjs","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/15534802_1883703088525916_6029734106164625408_a.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=A83_Ay1OzSkQ7kNvgEHw3q-&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYA4fE05jgpNEcqK2sMNJa2S57FMSHKMqggdve2otmL0kg&oe=667E3A02&_nc_sid=ce9561"
"__rebchen","__rebchen","https://instagram.com/__rebchen","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/252779092_1154327045093672_40642729842213980_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=ukcw4NK-RI8Q7kNvgHavVaW&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYBGBGHLJHwBPfJhTjQgLeIlw7hulmgx-Up6h_piHBlvmQ&oe=667E21D2&_nc_sid=ce9561"
"joyceshawty","joyceshawty","https://instagram.com/joyceshawty","https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/442465177_443380148381586_9035597465360773521_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=106&_nc_ohc=g9Lt6_7RtFoQ7kNvgGOoMeg&edm=AA24wl0BAAAA&ccb=7-5&oh=00_AYDLC2SFoK1RhsLFW3Fjm6DwAQtHotVVrgNtWn4bNTqvSw&oe=667E36ED&_nc_sid=cf751b"
"j.mj.k","jenn kim","https://instagram.com/j.mj.k","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/382859774_1490238665059540_924187449232758303_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=oDFuGISod_sQ7kNvgEUA4Bv&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYC-fwyzbIC1BLhKmXb8RHlZSeSlk1BW5KYogQxU93LSMQ&oe=667E1291&_nc_sid=ce9561"
"notalexlin","Alex Lin","https://instagram.com/notalexlin","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/324407488_1500836507078212_4784154261220677870_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=UgSllZPjWbwQ7kNvgE6eylv&edm=AFg4Q8wBAAAA&ccb=7-5&oh=00_AYDMBiVjlWCm7MaLxgjrXlNzbAFk_8Q9XE9cNEw9Hv0Djg&oe=667E370C&_nc_sid=cf751b"
"byasukawa","Bryan Yasukawa","https://instagram.com/byasukawa","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/46706192_2129332170520841_4092210600149516288_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=fuzq9TCgD_QQ7kNvgG6YsqS&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYB3CG-DK079GSqGQ2REw0Re_nuoKwBX9-I_4Wrkhwc__A&oe=667E16F0&_nc_sid=ce9561"
"kittyjadelyn","kittyjadelyn","https://instagram.com/kittyjadelyn","https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/278328675_1129645864287939_7642948319209420271_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=103&_nc_ohc=pdcyZhjIO1wQ7kNvgGOI41D&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYDafmFQDsNTYNjrhLADgIyB8dFSuCo6vg_xS1jbmSdoRA&oe=667E3418&_nc_sid=ce9561"
"steveyeun","steveyeun","https://instagram.com/steveyeun","https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/300389462_106176378814123_5134658533185712308_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=fSVXhmm7OngQ7kNvgHRp80G&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYCO4sWFxpyro4q19A6tlp9N6NgQosSWdZw6bb7uZPc8NA&oe=667E378F&_nc_sid=ce9561"
"jawkneeee","jawkneeee","https://instagram.com/jawkneeee","https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/29717940_424524207995514_8028641555357106176_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=106&_nc_ohc=sAV1Y7wvBTIQ7kNvgE93sxt&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYCV_SkHRgneo5vzz1EPD1DM_G9Mk7a4WMQXkgwF_8onbQ&oe=667E3260&_nc_sid=ce9561"
"theryanwen","Ryan","https://instagram.com/theryanwen","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/448366204_440939305543676_6979488435173698437_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=TCUcYu8tJh4Q7kNvgHDvW5z&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYAC9DCoLWhcZy9dyGgXN3fkb4Pszah2nVX4GLnuBcp8-Q&oe=667E354C&_nc_sid=ce9561"
"benjamminyan","benjamminyan","https://instagram.com/benjamminyan","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/11375410_416555801886353_229941719_a.jpg?_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=ysXPRG4V1oIQ7kNvgFa--Ww&edm=AFg4Q8wBAAAA&ccb=7-5&oh=00_AYDcV5cBk1vEM9tyVlnPeig3wEJBlf_gHBAlxzSBhUKQ2w&oe=667E2BF1&_nc_sid=cf751b"
"mart.in.nyc","mart.in.nyc","https://instagram.com/mart.in.nyc","https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/340677914_240587491868545_2821517372536782083_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=MkIFp7UaDK0Q7kNvgF72MR6&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYCrh6pItO-tuiVOvMhbGadmxvae3m9FXWrh_dPq6mgn9A&oe=667E31C4&_nc_sid=ce9561"
"likesssusie","Susan Shurun Shao","https://instagram.com/likesssusie","https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/446339512_1152899692659487_4762049339562434840_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=dW6TjKIraj0Q7kNvgGP2E18&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYCO-MWytlW7Ji_bvi36I9G9cahaskO5C_wphvU4l3vHpA&oe=667E301D&_nc_sid=ce9561"
"e.laine.c_","e.laine.c_","https://instagram.com/e.laine.c_","https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/361908571_208328075533740_72684778387848945_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=VWwO1aHOPE8Q7kNvgEBFVy_&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYArr2vkhj9iwxq78czwu-vb_YWsxipvMK9rS7DZBvdPUQ&oe=667E151D&_nc_sid=ce9561"
"jenn_stur","jenn_stur","https://instagram.com/jenn_stur","https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/20066726_1924006204524415_9172140571731427328_a.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=SuHww46vFlwQ7kNvgEPt4II&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYDYZ9-500jNzAju-pS8x5ZhplTn1GZY9y43LUJJYBWbGw&oe=667E21E9&_nc_sid=ce9561"
"manggit","manggit","https://instagram.com/manggit","https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/11809906_1560357204186883_1534024660_a.jpg?_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=brmNAvudFwwQ7kNvgHlHyiN&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYC1q2RilHvKhgdUfcYyY6kCdtWQvclEmugJHPMV-vQvEw&oe=667E1D84&_nc_sid=ce9561"
"kaevoo","Katherine ✌🏼","https://instagram.com/kaevoo","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/41631993_347339359336250_7663966851600220160_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=rq6vm3ZcUEAQ7kNvgE0OMBo&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYARsywCT6IJmg8Zb4TZZyMqC1PzZ504EOY4C-n6AAuBGA&oe=667E28C4&_nc_sid=ce9561"
"sohpark","sohee park","https://instagram.com/sohpark","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/340665601_1022771088704530_6140518980297551733_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=LGafhBT0lDUQ7kNvgFGf5C6&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYCep9XyQMRqvoYbhrz5vG3cvfSBT26EH9tG1jbccrosug&oe=667E06D9&_nc_sid=ce9561"
"jazzeeklutz","jazzeeklutz","https://instagram.com/jazzeeklutz","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/120349710_172301461162769_5411892866217107337_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=jREFCMlTic4Q7kNvgENCHcg&edm=AFg4Q8wBAAAA&ccb=7-5&oh=00_AYC44-FxarMfjIbPxbZZFqhue0hIqzFkDY9gavoDBbeNxA&oe=667E2CD2&_nc_sid=cf751b"
"veekee3","Vicky Chen","https://instagram.com/veekee3","https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/336037398_1317029315510801_5113905693594047994_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=keXDPeL_a4EQ7kNvgHvLWrl&edm=ALB854YBAAAA&ccb=7-5&oh=00_AYAjyFVWZEz4toH07FpOSsVH2gVHjODzsEVrNMcYLCBtEg&oe=667E0BCA&_nc_sid=ce9561"
